backend,size,tile_m,tile_n,tile_k,occupancy,compile_ms,first_launch_ms,steady_latency_ms,tflops,latency_std_ms,pct_peak,max_err
cuTile,512,64,128,32,1,1300.0385499908589,12.995958037208766,0.02437546712656816,11.012525610531478,0.0006703689747615832,7.755299725726393,0.04114341735839844
cuTile,512,64,128,32,2,1189.9785840068944,8.821152034215629,0.017949866876006127,14.954732414134053,0.0009758313239255802,10.531501700094402,0.04114341735839844
cuTile,512,64,128,32,4,1155.80734499963,89.55611096462235,0.03032106620570024,8.853100817066096,0.0004890683037131771,6.234578040187392,0.04114341735839844
cuTile,512,64,128,32,8,1307.427166029811,8.79811099730432,0.02306560017168522,11.637913342897747,0.000891967924085003,8.195713621758976,0.04114341735839844
cuTile,512,128,64,64,,1040.172777022235,8.48014303483069,0.021700266500314078,12.370145592272557,0.0023119825666843047,8.71137013540321,0.05755424499511719
cuTile,512,128,64,64,1,1034.7076939651743,8.560503018088639,0.02320853347579638,11.566239473077644,0.0012224091406912705,8.145239065547637,0.05755424499511719
cuTile,512,128,64,64,2,961.7407990153879,8.531871950253844,0.017612800374627112,15.240929908381087,0.0006688742255337581,10.733049231254286,0.05755424499511719
cuTile,512,128,64,64,4,1053.3619740162976,8.563183015212417,0.023415467018882433,11.464023151173167,0.0008198052434063467,8.073255740262795,0.05755424499511719
cuTile,512,128,64,64,8,1046.2768360157497,8.561692025978118,0.023549867048859596,11.398597514078068,0.0008361305803185527,8.027181347942301,0.05755424499511719
cuTile,512,64,128,64,,972.7862249710597,8.523893018718809,0.01713066684703032,15.669877792675335,0.0006854943017467327,11.03512520610939,0.05755424499511719
cuTile,512,64,128,64,1,973.9455099916086,8.481652999762446,0.017478400096297263,15.358125144238294,0.0009484242196574857,10.815581087491756,0.05755424499511719
cuTile,512,64,128,64,2,969.4469440146349,8.464741986244917,0.017544533560673394,15.300233264776343,0.0006330788620179601,10.7748121582932,0.05755424499511719
cuTile,512,64,128,64,4,979.4863010174595,8.601612993516028,0.017476266870896023,15.359999820501542,0.0008742399106459505,10.81690128204334,0.05755424499511719
cuTile,512,64,128,64,8,980.7309370371513,8.665141998790205,0.01747413364549478,15.361874954482143,0.0004535229452163854,10.818221798931086,0.05755424499511719
cuTile,512,128,128,32,,3315.061527013313,8.872061036527157,0.02791466675698757,9.616287320815161,0.0009459357778570587,6.772033324517719,0.04114341735839844
cuTile,512,128,128,32,1,3297.721051960252,8.82041099248454,0.028183466692765554,9.524571938799319,0.001166748136547908,6.707445027323463,0.04114341735839844
cuTile,512,128,128,32,2,3268.6313429730944,12.674338999204338,0.04437973350286484,6.048604505087254,0.00047877071127729173,4.2595806373853895,0.04114341735839844
cuTile,512,128,128,32,4,3258.0142759834416,13.28208699123934,0.06901760101318359,3.889376797503061,0.0005016556691503185,2.7389977447204656,0.04114341735839844
